elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
2625,66,10,277,106,1441,230,219,121,1800,2,1,5
3472,108,27,417,75,2322,254,197,53,3542,0,39,6
2531,56,15,351,45,467,229,206,106,1123,2,1,5
3311,151,31,300,127,1839,241,222,86,391,2,38,6
2117,109,20,408,53,446,250,213,83,964,3,4,2
3431,92,17,0,0,1748,245,211,89,1826,1,38,6
2557,225,8,630,87,765,209,248,175,953,2,1,2
3453,310,15,402,34,5061,178,229,190,4173,2,37,6
2521,117,6,30,0,1024,231,234,136,1782,2,3,5
2700,120,12,0,0,2663,240,230,118,2249,0,28,4
2208,340,18,0,0,430,180,212,169,1218,3,15,3
2805,225,7,212,14,2323,211,247,173,2155,0,11,1
2875,180,9,153,2,2370,224,246,155,2379,2,16,1
2462,73,5,0,0,85,226,230,139,1224,2,9,5
3044,182,9,573,24,4621,223,246,156,1347,0,28,1
3323,355,18,513,102,1065,189,206,153,579,0,37,0
3125,315,19,175,1,3941,168,222,193,1677,2,21,0
3397,86,11,849,187,755,236,222,117,60,1,37,6
3336,359,26,67,28,2486,172,184,142,537,2,38,6
3372,303,7,212,19,1524,202,237,174,872,2,37,6
2869,230,11,918,189,2310,203,250,184,1608,2,12,4
3249,180,11,339,-57,3042,224,247,154,361,2,21,0
2300,344,12,228,37,934,196,222,164,808,3,5,2
2856,91,28,384,207,404,249,183,43,1896,0,29,4
2288,165,32,30,8,1561,229,231,108,644,3,2,2
2704,107,14,30,8,1282,243,223,106,726,2,30,4
2708,82,21,120,69,134,244,197,73,1779,0,29,4
2311,310,23,306,174,1215,150,217,204,882,3,9,5
2780,58,23,42,15,1600,229,184,76,1419,2,32,4
3142,41,21,120,47,4718,218,189,97,1537,0,29,0
3224,225,2,190,16,1481,216,241,162,551,2,30,0
2590,82,30,85,31,1368,244,173,37,323,2,3,2
2290,359,39,182,108,1358,134,139,120,1142,3,9,2
2298,359,11,30,0,1140,203,220,154,1034,3,16,5
2305,314,20,85,26,335,162,220,196,495,3,9,2
3236,223,10,306,103,2866,207,250,178,1036,2,30,0
3375,183,5,1020,173,2894,221,243,157,1419,2,37,6
2713,162,23,150,47,2081,235,238,121,2393,2,3,2
2975,31,11,319,40,1989,217,216,133,854,2,30,0
2596,73,25,150,49,2059,240,183,58,644,2,9,5
2292,110,29,240,81,616,254,195,47,1677,3,2,3
2338,61,2,0,0,430,221,234,149,1436,3,13,3
2107,57,29,30,12,518,225,166,55,789,3,9,5
2365,70,16,85,2,480,235,208,100,560,3,1,2
2881,127,12,30,0,1159,240,232,121,612,2,31,0
2456,185,31,67,36,1499,208,243,145,624,2,3,2
2824,86,10,150,37,720,235,223,119,85,0,28,4
2397,51,21,30,-3,828,225,190,89,1148,2,9,5
2535,280,4,309,52,182,208,240,170,1866,3,5,2
3315,67,17,295,15,1812,235,205,97,2730,0,38,6
2464,337,19,437,120,890,175,210,172,1493,3,9,5
2359,85,11,404,165,949,236,221,114,1425,3,5,3
2253,202,20,0,0,511,207,253,174,592,3,3,3
2832,184,24,216,-33,3079,218,248,150,1538,2,12,1
2617,24,10,474,37,1501,215,218,139,1800,2,9,5
2535,24,16,90,13,459,210,204,127,3101,0,28,1
3212,342,7,95,-10,4186,206,230,162,1159,0,21,0
2673,63,10,30,2,2047,229,221,124,1816,2,9,4
3112,141,10,360,66,1591,235,237,132,616,2,31,1
2847,36,28,120,41,2592,205,165,79,1760,0,28,1
2800,156,10,270,4,2310,232,241,140,1490,0,11,1
3160,15,14,335,73,3090,207,210,138,1557,2,30,0
3386,190,16,510,100,4360,218,251,161,2808,2,32,6
2305,126,19,277,122,1350,248,223,95,983,3,2,3
2387,4,16,30,9,492,198,208,146,957,3,9,2
3260,118,6,0,0,3601,230,235,138,3690,0,37,6
2544,52,23,30,17,789,225,184,82,937,2,19,5
2624,213,36,85,47,2053,163,245,192,451,2,3,2
3159,99,12,124,19,849,240,223,112,2210,0,21,0
1945,254,28,42,23,180,146,245,229,785,3,0,5
2375,86,30,309,175,1536,247,174,33,212,3,9,2
3329,25,13,127,6,2981,213,212,133,2273,0,38,6
2247,106,16,0,0,849,246,218,96,484,3,9,3
3093,260,24,510,172,2864,156,245,223,2617,2,30,1
3080,160,19,127,34,3488,236,240,127,2400,2,32,0
2687,207,20,175,-9,1976,202,254,179,331,2,3,2
2133,233,9,30,0,1235,205,249,181,1377,3,16,3
2538,58,15,162,52,1377,230,207,107,1354,2,3,5
2866,152,16,247,83,904,238,239,126,2984,2,10,4
2317,52,28,67,44,1008,221,168,62,797,3,5,2
2833,250,34,124,46,1084,128,240,236,1296,2,12,1
3444,113,12,828,211,2195,240,228,116,1554,0,34,6
2753,347,8,0,0,930,206,228,160,2188,2,16,4
2628,92,8,30,-2,957,233,228,128,1584,2,19,4
2391,19,16,0,0,454,206,203,131,942,3,9,2
2899,19,30,60,14,3284,184,163,101,2647,0,22,1
2006,35,23,30,2,210,210,182,97,268,3,13,3
2590,340,28,201,104,764,150,188,170,330,2,32,5
2948,178,27,134,27,234,221,243,138,780,2,12,4
2724,127,17,170,50,1620,246,226,102,882,0,29,4
2449,118,25,201,89,767,253,208,66,1211,3,4,2
2388,110,11,234,29,1310,239,228,118,642,3,5,2
3358,204,10,0,0,2592,215,249,169,497,2,34,6
2975,317,8,335,59,1905,198,233,174,916,0,29,1
3257,249,14,108,10,3313,188,250,199,1456,2,31,0
3387,170,13,408,133,2215,229,245,146,576,2,37,6
3424,325,13,516,64,1878,187,225,178,534,2,38,6
3086,335,13,85,9,3152,191,223,171,3141,0,29,0
2457,79,29,201,90,566,243,173,40,696,3,9,2
2017,338,37,108,90,127,118,163,169,666,3,9,2
2944,32,9,85,18,4659,218,221,138,2122,0,22,4
2201,82,8,30,5,787,232,225,126,1507,3,2,3
2919,174,17,553,87,711,228,247,145,1548,2,3,4
2173,15,29,150,32,342,180,166,110,726,3,9,5
3367,343,6,0,0,4355,207,230,162,4202,0,39,6
2388,95,21,150,62,977,248,205,76,1284,3,5,5
2374,131,20,362,177,750,248,225,96,1598,3,5,3
3378,128,16,371,221,1410,245,228,108,830,2,38,6
2273,185,16,443,115,1379,221,249,156,864,3,1,3
2898,69,25,30,-5,649,237,183,64,646,0,21,0
3423,253,15,577,131,2720,186,249,200,1383,2,31,0
3349,357,13,30,7,4355,199,216,154,4113,0,39,6
3366,113,12,60,-3,2525,240,228,117,1248,2,38,6
2603,321,25,210,155,926,148,207,194,1693,2,9,1
3532,110,15,120,39,1414,244,222,103,1087,1,39,6
2752,93,20,85,23,2802,247,205,78,2145,0,28,4
2572,61,12,270,44,582,230,215,117,1423,2,1,5
2844,141,20,162,93,2070,245,230,104,782,2,12,4
2114,229,23,216,87,457,178,254,205,474,3,0,2
2926,26,7,234,43,4343,217,225,144,6162,0,11,1
3319,115,10,30,-2,1762,237,231,124,3247,0,37,6
2652,270,20,30,11,1445,163,242,216,930,2,32,4
2576,39,3,150,25,1201,220,232,149,4925,0,17,1
2877,359,12,301,82,1765,202,218,153,1719,2,30,5
2456,39,13,0,0,366,220,210,122,1262,3,10,5
2315,321,16,42,11,433,177,222,185,1514,3,9,2
3150,139,9,60,3,2466,235,237,133,2868,0,28,0
2405,71,24,0,0,691,238,187,67,1170,3,9,3
2932,75,3,60,-3,3626,223,234,147,6360,0,19,0
1906,316,26,162,50,134,143,209,201,805,3,4,5
2139,351,6,0,0,816,210,230,159,1538,3,16,3
2985,178,29,797,157,4329,219,242,135,1461,2,32,1
2560,340,19,268,105,595,176,209,169,384,2,9,5
3277,315,6,323,114,4390,203,235,171,1370,0,37,6
2655,358,16,124,33,2010,193,209,152,2316,2,9,5
2113,23,19,0,0,1087,205,196,122,1441,3,16,3
2856,108,9,85,3,2375,236,230,125,582,2,12,0
2481,230,11,564,269,993,203,250,183,666,3,1,5
3325,6,9,391,46,3529,209,222,151,2131,0,37,0
3037,115,10,607,187,5790,237,231,124,5076,0,11,1
2078,279,9,0,0,700,196,241,184,108,3,3,3
3395,163,7,808,189,1368,227,242,148,1831,2,37,6
2859,294,18,0,0,2133,165,232,206,959,2,18,4
2995,153,6,895,99,5885,228,240,146,5970,0,28,1
2406,228,11,30,-4,1638,204,250,183,382,2,15,5
3427,237,11,30,3,4053,200,250,186,3767,2,34,6
2862,13,11,666,92,2110,209,217,144,900,2,10,4
2610,32,13,108,2,1973,216,210,127,2154,2,9,5
2907,148,34,268,161,2081,242,215,72,684,2,12,4
2351,108,24,319,154,853,252,206,68,1489,3,2,3
2617,151,31,192,59,1320,241,222,86,624,0,29,1
2920,203,22,339,157,3019,203,253,176,1360,2,3,1
3218,114,17,612,11,1406,246,221,98,2636,2,32,1
3035,70,12,192,29,3049,233,217,114,1466,2,31,1
3169,189,6,450,132,2160,221,245,159,1064,2,31,0
3394,334,35,319,148,934,121,172,177,1454,1,38,6
3283,351,14,1173,266,2059,195,215,158,2023,2,37,6
2561,127,9,42,7,1774,236,234,128,1842,2,3,2
2516,52,18,30,6,1262,226,197,98,1509,2,9,5
2439,99,22,212,83,865,250,203,69,1104,3,4,2
3765,350,13,953,319,5125,197,218,159,3235,2,39,6
3444,142,19,150,37,4176,244,232,108,4209,2,32,6
2355,333,18,42,12,1358,177,215,175,513,3,9,5
2580,277,12,306,54,469,188,242,194,875,3,5,1
2340,147,20,268,46,957,242,234,111,541,3,5,3
3110,118,17,120,19,1631,247,223,98,3245,2,32,0
2771,306,15,30,1,3948,177,230,193,914,0,22,0
2403,310,32,376,156,685,120,201,213,402,3,9,2
2147,320,36,108,68,573,105,180,201,841,3,9,5
2368,125,29,300,74,1087,253,205,58,661,3,5,3
2414,170,5,85,0,0,224,242,153,300,2,1,5
3296,61,18,162,-3,1867,232,199,93,1041,2,38,6
2122,4,36,234,105,300,151,149,118,446,3,9,2
3062,180,17,379,58,2779,224,248,151,1055,2,33,1
2649,83,24,90,-4,127,245,189,60,702,0,29,4
3314,277,6,497,100,979,204,241,176,2641,2,31,1
2887,219,21,90,30,1031,191,254,193,390,2,32,1
2885,296,24,693,184,2070,146,225,216,1842,2,12,4
2312,261,18,120,56,1747,172,247,211,997,3,1,5
2308,250,25,366,195,997,159,248,221,488,3,2,3
2553,341,20,277,99,600,174,206,169,382,2,9,5
2194,4,31,255,147,591,165,166,126,837,3,9,5
2826,344,20,182,31,1702,175,204,165,1653,2,12,5
2546,303,28,60,24,1583,133,214,216,1598,2,12,5
3399,31,15,67,4,3340,215,207,125,2387,0,34,6
2623,185,6,366,78,1626,221,244,158,1875,2,1,2
3212,96,14,324,76,741,241,219,105,811,2,30,6
2472,291,14,306,85,840,180,237,197,192,3,1,5
2229,159,22,283,103,1172,237,238,119,604,3,2,3
2977,270,7,825,183,1034,203,242,179,2337,2,31,1
2288,55,15,212,43,1283,228,207,108,570,3,9,5
2345,84,20,108,14,60,244,201,78,755,3,3,2
2185,96,21,330,78,420,249,203,72,256,3,1,5
2944,47,10,30,3,4711,224,218,128,2140,0,22,4
2304,117,41,277,193,918,251,169,3,371,3,2,3
3279,352,16,277,56,4455,191,211,157,2122,2,21,0
2225,100,18,60,18,649,247,212,87,1660,3,2,3
3302,63,8,180,-7,5543,228,223,128,824,0,37,0
2682,268,14,30,8,1443,182,245,202,1027,2,22,4
2823,108,20,201,104,1987,250,212,81,531,2,12,4
2798,106,9,120,10,1953,235,229,125,1930,2,32,4
2833,146,16,180,82,2040,240,236,121,841,2,12,4
2878,80,16,306,98,2002,239,210,97,1423,2,12,4
2810,152,13,85,11,2308,235,240,133,1183,2,12,4
2010,70,23,0,0,212,238,188,69,361,3,9,3
2111,105,9,0,0,534,236,229,123,446,3,13,3
3231,58,12,488,153,446,228,215,118,2736,1,22,1
2265,194,20,339,140,1104,213,252,164,569,3,2,3
2310,145,15,433,16,1315,240,236,122,904,3,1,3
2481,316,25,499,249,1008,145,210,200,760,3,9,2
2865,241,15,85,24,757,191,251,196,124,2,31,1
2162,1,25,30,8,1489,176,184,139,285,3,9,5
3379,297,7,350,36,1587,199,238,178,757,2,37,6
2834,121,21,192,59,2030,250,218,85,1273,2,12,4
3130,50,4,0,0,2081,222,231,145,2790,0,22,0
2075,357,24,192,67,300,175,189,145,228,3,4,2
2827,5,8,30,-1,2378,210,224,152,742,2,22,1
2803,151,11,324,5,480,234,240,136,458,0,28,4
2975,17,39,270,107,270,160,132,83,1888,0,29,0
2959,231,3,60,1,5320,215,242,165,2377,0,22,0
3122,31,20,750,62,1605,210,193,112,2240,2,32,0
2421,117,21,150,65,860,251,215,81,1129,3,4,2
3451,173,17,95,10,3183,228,246,143,1087,2,34,6
2952,320,11,400,23,5236,191,229,178,2069,0,28,1
2753,327,25,120,0,1400,152,204,187,1851,2,12,5
2316,128,16,210,75,175,245,228,107,1681,3,2,3
2855,269,20,418,23,953,166,243,215,1790,2,3,4
2076,118,23,30,12,918,252,211,74,190,3,0,3
2216,127,25,170,80,1298,252,215,75,680,3,2,3
2142,30,29,272,78,454,198,164,86,1022,3,1,5
2457,77,19,0,0,466,240,202,84,1415,3,4,3
2391,68,18,124,21,474,235,202,92,875,2,3,2
2156,74,20,85,28,780,239,199,82,837,3,4,5
2603,316,28,150,-9,1477,136,204,202,1698,2,12,5
2525,332,4,30,-2,1205,211,235,162,1371,2,16,5
2502,9,6,0,0,1744,214,228,152,914,2,9,5
3012,265,9,85,8,2512,198,244,185,1860,2,31,1
2824,1,12,402,91,1879,202,216,151,949,2,10,4
3315,162,15,430,36,4032,233,243,136,1992,2,37,6
3355,81,6,342,33,1159,228,230,136,2571,2,31,6
3177,20,11,342,60,930,212,217,140,2156,2,21,0
2653,333,27,153,42,1929,148,194,179,2580,2,9,5
3235,99,5,162,1,3478,228,233,140,1866,0,37,6
2736,289,14,295,35,1384,181,238,197,2022,2,10,4
2463,134,18,180,-59,1214,245,229,106,1532,2,3,2
2960,310,14,120,31,2190,180,230,189,2262,2,32,1
2525,342,18,212,70,674,181,211,167,450,2,9,5
2514,24,24,162,-59,902,198,179,108,1191,2,9,5
2418,278,33,60,33,1167,113,224,240,850,3,9,5
2301,119,11,0,0,108,239,231,121,255,3,10,3
2861,141,18,162,48,2202,244,232,111,1072,2,12,4
3023,92,7,335,56,4879,232,229,129,1557,0,28,0
2688,262,14,60,14,1527,185,246,199,942,2,32,1
2963,307,5,0,0,1606,207,237,169,1579,2,18,4
3375,107,13,700,136,2971,241,224,110,2432,2,38,6
2517,190,29,330,61,931,206,247,156,1116,2,2,2
3302,138,18,256,78,2922,244,231,108,3126,2,38,6
3328,31,12,127,-7,3705,216,213,130,2541,0,36,6
2715,65,19,212,41,228,234,197,87,2298,0,28,4
2275,285,25,175,101,1392,143,231,223,752,3,9,5
2310,202,17,402,16,1266,210,253,172,845,3,1,3
2482,40,12,30,-5,1148,221,214,126,1364,2,9,5
2400,306,6,30,3,466,202,236,174,384,3,9,5
2458,32,21,60,23,1165,210,189,107,759,2,9,5
3479,323,12,510,166,1168,188,227,178,1441,1,39,6
2698,79,6,95,3,95,228,229,135,828,2,10,4
3073,45,3,228,42,1351,220,233,150,2711,0,28,1
2936,319,10,234,52,3211,194,231,177,2136,0,28,1
2114,257,33,212,116,379,127,238,238,511,3,4,2
2650,180,34,42,40,2120,212,238,132,510,2,3,2
2376,354,27,60,20,551,165,182,148,808,2,9,5
2524,323,19,216,76,671,170,217,186,443,2,9,5
3355,271,11,210,33,3819,191,244,192,1917,2,37,6
2726,95,25,95,-28,150,250,193,56,2265,0,29,4
2446,14,31,150,3,591,174,159,106,759,2,9,5
3274,356,11,30,19,5943,203,221,156,474,0,37,0
2468,89,10,0,0,404,235,224,120,1282,3,5,3
2312,326,18,108,33,361,172,217,183,503,3,9,2
3150,108,25,319,114,2908,253,201,60,2988,0,38,0
2831,102,18,242,106,1965,247,215,90,541,2,12,4
2839,323,20,30,7,2200,167,216,187,864,2,32,4
2068,65,5,0,0,725,225,230,140,895,3,2,3
3087,184,17,0,0,2890,222,249,155,1337,2,22,1
2858,335,14,497,57,2080,188,221,172,2830,0,28,1
2812,63,20,153,-17,277,233,194,84,1442,0,28,4
2685,134,26,108,37,365,250,218,79,469,0,29,4
2496,204,3,30,-10,1544,218,242,161,1517,2,16,5
3387,135,8,90,-12,4339,234,237,134,4227,2,22,6
2825,81,17,485,159,503,241,208,92,2295,0,23,4
3225,45,2,30,0,2012,219,235,152,150,2,34,6
2762,62,27,150,76,175,231,173,58,1319,0,28,4
2635,359,25,150,28,1682,175,186,142,2758,2,9,5
2717,72,26,150,31,175,239,182,58,1994,0,29,4
2479,225,8,457,118,792,210,248,174,1343,3,5,5
2234,121,28,108,47,997,254,205,59,1296,3,2,3
2194,254,16,258,151,300,181,249,204,876,3,9,2
2730,80,31,150,80,175,243,168,31,1784,0,29,4
3691,30,13,1148,282,5120,216,211,129,3451,2,39,6
2385,269,30,210,79,1253,131,235,235,1392,3,9,5
2584,328,19,201,66,960,171,214,182,1790,2,32,5
2772,86,9,30,4,799,234,225,122,2567,2,16,4
2949,216,9,30,3,3050,211,249,173,1307,2,22,0
3392,169,14,255,31,1673,230,245,144,2999,0,39,6
3085,140,14,60,-26,2980,240,235,122,1403,2,22,1
2897,355,6,379,101,1165,211,230,157,2806,2,10,1
2279,110,7,0,0,234,233,232,132,395,3,10,3
2319,333,10,0,0,1120,197,228,169,1410,3,9,3
2594,176,18,60,4,1129,226,247,146,5222,0,17,1
2477,49,10,67,7,997,224,218,126,878,2,9,5
2722,16,11,446,44,2440,211,217,142,1651,2,31,5
2214,49,9,212,26,170,224,221,131,351,3,1,2
2280,196,19,192,99,1172,213,252,167,1134,3,2,3
2822,124,22,120,71,2100,251,217,82,792,2,12,4
3393,191,18,418,62,2914,216,251,162,1589,2,31,0
2282,188,37,30,22,1637,195,237,144,870,3,0,5
2283,19,13,0,0,1195,210,212,137,1205,3,9,3
2353,136,32,175,91,1347,249,209,61,594,3,2,2
2966,151,10,162,35,1570,233,240,138,2563,2,32,1
3531,111,26,845,246,2402,253,202,59,1262,0,39,0
2883,7,14,60,13,1200,202,212,145,1973,2,22,1
3263,60,39,85,63,2829,218,131,0,323,2,38,6
2964,96,19,480,157,497,246,210,85,907,0,28,1
3304,334,6,671,120,679,206,232,164,1177,1,22,0
3321,18,9,591,87,752,213,221,144,1572,2,31,6
2385,312,16,190,52,30,174,226,192,571,3,9,2
2734,137,28,182,-17,459,249,216,75,382,0,29,4
3448,18,7,781,99,3421,215,226,148,1460,2,36,6
3234,166,8,319,4,4591,227,243,149,785,0,28,1
2926,135,7,342,-2,4349,231,237,138,5817,0,28,1
3048,11,22,771,179,2552,190,189,129,2131,2,23,1
2389,288,22,120,45,967,152,231,216,1584,3,9,5
2984,172,2,474,43,1978,220,239,156,2359,2,31,1
3158,322,15,162,45,1995,180,223,183,2079,2,32,1
2064,5,30,95,56,450,167,168,126,488,3,9,5
2738,111,23,309,122,1503,252,208,70,825,0,29,4
2591,210,13,30,-14,2255,210,252,175,660,2,9,5
2408,17,35,300,138,799,170,146,93,706,3,9,5
2773,75,8,150,-2,1921,230,225,127,2694,0,28,4
2453,257,11,30,16,1084,195,247,190,765,2,13,2
2150,51,3,0,0,1315,221,232,147,1165,3,16,3
2363,5,34,247,93,742,156,153,118,607,3,9,5
2184,108,26,108,48,1333,253,200,58,700,3,2,3
2612,171,33,218,95,2148,222,233,115,882,2,3,2
3327,162,35,180,98,3885,229,224,94,3175,2,32,6
2373,333,19,404,198,1441,173,212,176,589,3,9,2
2608,81,8,430,-31,765,231,226,128,726,2,16,4
2922,59,11,342,29,711,228,217,120,1860,0,28,1
2658,95,9,474,30,503,234,227,124,1909,0,28,1
2046,313,10,42,5,750,194,233,179,671,3,16,3
2939,252,5,283,31,5130,210,243,171,1745,0,22,4
3380,166,15,201,21,4235,231,244,140,3371,2,32,6
2412,88,13,295,66,306,239,219,109,458,3,3,2
1929,0,33,162,77,134,155,161,130,661,3,4,5
2740,39,6,0,0,782,220,227,142,2124,2,16,4
2975,356,10,124,23,3365,204,222,156,6294,0,28,1
3251,20,24,120,44,1954,195,180,112,2089,2,32,1
2715,55,12,127,38,134,227,215,119,2022,0,28,4
3325,72,10,85,5,2818,232,220,119,1766,2,37,6
2677,4,10,30,1,1116,207,221,151,2063,0,29,4
2884,354,13,85,14,2812,197,216,156,2006,0,28,1
3267,20,19,552,103,2683,203,196,125,3388,2,31,6
3015,176,13,1032,215,2724,226,247,150,1300,2,33,1
2710,101,8,210,0,1998,233,230,129,2670,2,31,5
3303,311,5,175,-1,4957,205,236,170,3187,2,37,6
2362,34,14,256,155,170,217,208,123,1396,3,1,2
2070,45,32,335,6,418,209,153,55,960,3,0,5
3115,0,7,85,4,1464,210,228,155,1262,1,22,0
3232,307,25,484,89,1812,145,217,208,3258,0,28,0
3002,246,10,190,-2,5733,199,248,186,1961,0,21,0
2263,52,31,42,22,1468,219,159,53,960,3,9,2
2845,229,13,95,12,655,199,252,188,518,2,12,0
2144,150,27,67,5,690,243,226,93,722,3,5,2
3107,117,13,240,17,1050,242,228,113,1725,0,21,0
2917,45,1,210,24,360,219,236,154,424,2,30,1
3408,102,10,192,69,1762,238,226,119,1100,2,39,6
2862,130,16,127,33,2215,245,229,108,842,2,12,4
2715,99,20,216,82,2393,248,209,80,2310,2,9,2
3090,11,5,90,19,4577,215,230,152,3171,0,21,0
2369,51,10,30,9,721,225,218,126,1215,3,4,3
3222,119,22,30,12,2506,251,215,80,2820,0,28,6
2149,112,36,150,81,524,253,177,18,150,3,2,3
2950,47,16,618,131,1323,224,202,108,2635,2,32,1
2938,180,4,42,1,3916,221,242,156,2018,0,19,0
2852,67,16,153,84,1895,235,206,98,1579,2,12,1
2842,87,28,309,199,324,248,181,43,1984,0,29,4
3121,106,13,454,66,458,242,224,109,1295,2,31,0
2318,103,24,319,134,1064,252,201,63,1282,3,5,3
2929,52,11,426,33,4392,226,216,123,6327,0,11,1
2500,269,18,212,73,1295,170,244,211,564,3,9,5
3289,309,25,382,108,4305,143,214,208,2393,2,38,6
2336,123,36,331,42,1084,253,187,28,633,3,2,3
2936,230,12,361,36,5431,201,251,185,4458,0,28,1
2465,55,21,90,17,1087,228,191,88,892,2,1,5
2731,175,11,42,4,1505,226,246,151,2437,2,16,4
2745,321,10,30,7,1994,195,231,175,726,2,30,4
2429,50,24,60,39,1019,222,179,77,708,3,9,5
2232,65,31,42,16,484,231,162,40,966,3,9,5
3041,224,14,150,10,1678,201,253,186,390,2,30,1
3301,243,2,90,-6,4542,215,240,163,3986,2,22,6
2785,81,12,42,-1,591,237,218,110,216,0,29,4
2208,148,30,150,88,1107,243,221,83,492,3,2,3
2223,75,27,201,93,1249,241,178,50,642,3,9,3
2335,332,22,180,88,994,163,206,179,942,3,9,5
2211,128,8,0,0,778,234,235,133,376,3,13,3
3381,57,14,360,32,3248,229,209,110,1557,2,38,6
3107,314,15,95,14,5176,178,227,188,607,0,28,0
2043,43,22,67,20,511,218,185,91,591,3,9,3
2005,29,6,0,0,297,218,226,144,376,3,16,3
2515,150,10,0,0,2293,233,240,137,808,2,9,5
2567,180,12,180,76,1983,224,247,154,828,2,3,2
2903,315,5,150,7,5286,206,236,168,5419,0,15,1
3250,53,14,0,0,2163,227,209,112,210,2,34,6
2582,36,12,210,10,1677,219,212,127,1863,2,10,4
2760,146,20,484,126,2630,243,234,111,2059,2,9,4
2801,181,20,351,103,832,223,248,149,1944,2,3,4
2736,64,30,127,71,134,231,165,0,1337,0,29,4
3027,206,10,960,141,5675,214,250,170,5575,0,29,1
2381,85,20,60,23,787,244,201,78,1465,3,5,5
2340,317,29,67,36,832,131,200,202,789,3,9,5
2476,27,7,150,35,633,218,225,144,1302,3,5,2
2083,37,32,306,19,446,200,151,65,990,3,0,5
2879,253,16,391,47,892,183,249,203,1708,2,3,4
2294,124,31,408,168,1167,253,201,51,655,3,2,3
3375,333,11,854,125,1110,195,226,170,2002,2,37,6
2061,53,27,108,29,569,223,172,66,700,3,5,2
3414,117,15,201,-5,2582,244,225,106,1110,2,38,6
2413,159,16,124,57,297,235,241,131,1001,3,3,2
3098,262,10,175,33,5619,194,246,190,2363,0,21,1
2831,332,34,283,97,2652,124,178,182,301,2,32,0
2608,233,7,247,8,750,208,247,176,1261,2,3,2
2681,124,7,234,26,1869,233,235,135,2412,2,1,2
2270,203,23,60,20,1075,201,253,176,408,3,0,2
3211,56,20,0,0,1565,229,194,90,792,2,38,6
2751,129,16,457,117,2617,245,229,107,2079,2,9,4
2882,317,20,150,26,2911,164,219,193,2316,0,28,1
3409,95,26,95,25,1598,250,191,52,1689,1,38,6
2089,142,20,0,0,268,244,231,106,603,3,13,3
2957,69,3,60,7,4648,223,233,145,2197,0,22,4
2624,86,28,212,2,1856,247,181,44,1995,2,10,5
1951,332,31,256,96,228,132,183,180,875,3,4,5
2886,166,15,270,103,1027,231,244,140,2965,2,10,4
2331,263,23,85,14,1410,157,244,222,446,3,9,5
2828,89,16,180,62,1626,242,213,97,1578,2,32,4
2863,336,10,212,47,2376,197,226,168,2167,0,28,0
2298,271,24,421,160,726,149,239,225,1505,3,0,2
2287,140,20,0,0,1414,245,230,104,789,3,2,3
2450,62,4,90,20,883,223,232,145,1350,3,5,2
2702,329,25,268,118,1189,153,202,184,2029,2,12,5
3171,146,15,957,21,3121,239,237,123,2672,2,32,1
2303,349,27,277,106,1165,160,185,156,849,3,9,5
3390,298,14,953,208,4622,180,234,194,2819,2,37,6
2373,8,13,124,54,1048,205,215,146,794,3,9,5
2414,2,14,170,30,531,199,212,149,1277,3,10,5
3216,72,9,120,12,947,231,223,125,1053,1,31,0
3034,41,9,85,3,1319,221,221,134,1624,2,31,0
2740,357,9,30,2,1614,207,225,156,2569,0,28,4
2360,82,10,0,0,752,234,222,119,1173,3,4,3
2394,148,9,285,107,1155,233,239,138,1095,3,1,2
2846,203,16,258,89,2230,210,253,173,644,2,32,4
2558,332,14,162,13,1383,187,222,174,1426,2,1,4
2200,333,14,0,0,450,187,221,173,1237,3,15,3
2615,188,7,150,57,765,221,245,159,6237,0,17,4
2824,106,17,424,75,3153,247,217,93,2613,0,11,1
2830,88,35,256,128,300,246,161,14,2568,0,29,4
3001,108,19,295,147,6262,249,214,85,4128,0,29,1
2459,174,9,30,0,524,226,245,152,1142,2,16,5
2615,208,4,335,46,1262,217,243,162,1337,2,10,1
2791,164,38,60,43,1928,224,220,90,1045,2,12,4
2208,117,23,30,14,1480,252,211,74,511,3,1,5
2189,6,50,108,28,636,108,93,82,541,3,9,2
2069,305,24,190,66,234,148,220,209,745,3,9,2
2946,242,13,120,17,1087,195,250,192,492,2,22,1
2223,302,21,192,39,1080,155,225,207,1256,3,9,2
3433,146,22,201,2,2610,244,230,103,1080,2,39,6
2200,98,12,30,3,807,239,223,113,1486,3,2,3
2560,12,14,60,7,365,205,210,140,1209,2,16,5
2481,59,8,0,0,443,227,223,130,1248,3,5,3
3188,64,6,108,10,2813,226,228,136,5207,0,38,0
2294,117,31,150,69,467,254,195,43,1824,3,2,3
2563,51,15,180,37,457,226,207,111,953,3,5,2
2739,35,9,474,108,2588,219,220,136,1505,2,31,4
3464,170,22,108,20,3207,230,243,134,1114,2,34,6
2267,28,29,108,-2,531,195,163,88,816,3,9,5
2281,83,8,0,0,228,231,227,128,421,3,10,3
2344,66,13,268,146,916,232,214,111,721,3,5,2
2638,27,14,108,-1,1018,213,209,129,1710,2,32,0
3405,76,9,150,0,2897,232,223,124,797,2,34,6
2485,58,9,30,2,1273,227,222,129,1216,2,16,5
2151,328,22,0,0,1317,160,208,184,1218,3,16,3
2187,138,19,134,62,1173,246,229,103,553,3,9,3
2584,18,10,0,0,1235,212,218,142,1940,2,12,4
