,elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
3133,2161,102,37,162,89,564,252,166,0,124,3,2,3
3134,2140,105,36,134,72,552,253,173,0,120,3,2,3
3135,2103,109,30,85,35,532,254,191,41,134,3,2,3
3136,2075,105,24,42,10,518,252,203,66,170,3,2,3
3137,2063,81,9,30,0,514,232,225,125,192,3,2,3
3138,2064,307,16,0,0,511,174,229,194,216,3,2,3
3139,2196,359,23,175,35,616,179,190,143,671,3,9,2
3140,2035,281,28,30,12,430,133,230,230,674,3,9,2
3141,2178,291,36,190,88,516,99,208,236,589,3,9,2
3142,2132,47,27,201,123,390,217,169,70,400,3,5,2
3143,3247,36,4,417,20,4473,220,230,147,2223,0,37,6
3144,3310,223,20,391,89,1879,191,254,195,3416,0,28,0
3145,2997,279,12,360,83,1489,186,242,195,1470,2,30,1
3146,3036,323,15,306,56,424,181,224,182,1463,2,31,1
3147,2740,76,20,60,11,1008,240,199,82,1409,2,19,5
3148,2863,210,20,297,92,1048,201,254,182,1766,2,12,4
3149,2913,337,14,228,39,1006,189,221,170,1995,2,31,1
3150,2114,75,7,0,0,726,229,226,130,552,3,13,3
3151,2076,322,11,0,0,1329,193,229,176,641,3,16,3
3152,2083,309,23,30,10,1343,150,218,205,648,3,16,2
3153,2352,0,5,201,58,942,213,231,156,577,3,5,3
3154,2348,192,9,234,54,895,220,248,162,518,3,5,3
3155,2363,254,24,277,73,850,159,247,222,459,3,5,3
3156,2381,250,24,300,91,828,161,248,220,430,3,5,3
3157,2397,158,19,324,107,806,237,239,125,400,3,5,3
3158,2376,129,39,350,86,785,249,186,25,371,3,2,3
3159,2328,125,44,366,228,743,247,169,0,313,3,2,3
3160,2304,126,40,350,213,722,249,179,16,285,3,2,3
3161,2285,128,38,335,198,703,250,186,25,256,3,2,3
3162,2266,130,36,313,179,684,250,194,38,228,3,2,3
3163,2252,136,32,285,174,666,249,207,58,201,3,2,3
3164,2240,133,32,256,162,649,251,206,58,175,3,2,3
3165,2226,120,33,228,148,633,254,193,38,150,3,2,3
3166,2183,98,38,175,111,604,249,158,0,108,3,2,3
3167,2161,98,38,150,89,591,250,160,3,95,3,2,3
3168,2117,101,33,95,49,569,253,177,26,95,3,2,3
3169,2099,104,29,67,31,560,253,189,42,108,3,2,3
3170,2084,106,26,42,16,553,253,197,54,127,3,2,3
3171,2065,338,8,0,0,543,202,228,165,175,3,2,3
3172,2073,312,24,0,0,541,150,215,202,201,3,3,3
3173,2141,293,28,124,77,541,131,221,224,342,3,9,2
3174,2175,337,20,242,111,560,172,208,173,459,3,9,2
3175,2192,331,25,277,31,591,153,200,181,547,3,9,2
3176,2198,332,24,247,37,604,156,201,179,577,3,9,2
3177,2205,333,23,218,44,618,160,203,179,607,3,9,2
3178,2090,37,28,108,28,451,207,168,81,660,3,9,2
3179,2141,143,26,175,132,379,247,223,87,395,3,5,2
3180,3250,32,9,376,23,4439,218,221,138,2262,0,37,6
3181,3252,340,6,300,25,4350,208,232,162,2297,0,37,6
3182,3245,53,2,234,18,4261,221,234,150,2335,0,37,6
3183,2955,155,18,297,54,426,238,239,124,834,2,31,4
3184,2825,83,25,190,79,865,245,188,57,1291,2,12,4
3185,2810,90,29,162,64,890,249,180,38,1317,2,12,4
3186,2790,95,32,134,51,916,251,175,27,1343,2,12,4
3187,2771,96,29,108,32,942,251,185,41,1370,2,12,4
3188,2848,215,18,255,77,1026,200,254,185,1749,2,12,4
3189,2856,223,13,300,85,1012,203,252,183,1805,2,12,4
3190,2121,0,9,0,0,768,206,222,154,553,3,13,3
3191,2126,2,36,30,15,618,146,147,120,417,3,13,2
3192,2161,333,36,85,53,537,117,170,178,365,3,9,2
3193,2224,61,29,443,147,495,229,168,52,624,3,9,2
3194,2190,1,41,524,33,566,133,133,113,778,3,9,2
3195,2193,8,41,518,36,582,140,126,97,805,3,9,2
3196,2078,326,9,0,0,1342,198,230,172,666,3,16,3
3197,2320,337,11,339,36,1262,196,225,168,912,3,1,2
3198,2360,257,11,228,66,1107,193,247,192,752,3,5,3
3199,2365,57,21,212,71,1008,229,191,86,633,3,5,3
3200,2358,73,12,218,64,984,234,217,113,603,3,5,3
3201,2348,136,13,242,54,937,240,234,121,543,3,5,3
3202,2342,180,12,258,48,914,224,247,154,514,3,5,3
3203,2372,213,21,319,82,849,196,254,187,424,3,5,3
3204,2348,136,46,366,58,806,238,173,9,365,3,2,3
3205,2325,137,46,361,225,785,238,175,12,335,3,2,3
3206,2271,128,37,309,180,726,251,191,33,247,3,2,3
3207,2252,128,35,295,165,708,252,195,39,218,3,2,3
3208,2238,134,32,277,151,691,250,207,58,190,3,2,3
3209,2199,119,33,190,121,644,254,191,35,108,3,2,3
3210,2153,103,38,134,81,618,251,163,0,67,3,2,3
3211,2113,101,33,85,41,598,253,177,24,67,3,2,3
3212,2095,105,30,60,27,589,254,187,37,85,3,2,3
3213,2080,106,24,30,12,582,252,202,64,108,3,2,3
3214,2068,74,6,0,0,577,228,228,135,134,3,2,3
3215,2073,312,18,0,0,573,168,224,195,162,3,3,3
3216,2290,119,34,134,61,1024,254,189,32,850,3,5,2
3217,2254,121,34,108,56,964,254,191,35,891,3,5,2
3218,3252,2,8,335,25,4406,209,225,154,2301,0,37,6
3219,3227,187,34,371,104,2683,202,240,144,3132,0,28,1
3220,3175,183,15,30,-12,2242,222,249,155,3290,0,28,0
3221,2963,181,26,190,45,297,218,245,143,778,2,12,4
3222,2958,156,24,216,45,339,239,234,110,808,2,12,4
3223,2944,163,19,277,43,408,234,242,130,858,2,31,4
3224,2943,169,17,277,88,433,231,245,140,876,2,31,4
3225,2927,149,11,270,72,558,234,240,135,997,2,31,4
3226,2916,135,11,270,61,616,237,235,127,1064,2,31,4
3227,2904,111,12,272,49,658,241,227,114,1110,2,31,4
3228,2741,262,13,0,0,1033,189,246,196,1489,2,19,5
3229,2821,239,20,170,59,1025,178,252,207,1678,2,12,4
3230,2848,244,16,258,77,990,186,251,201,1788,2,12,4
3231,2371,274,24,350,46,210,150,238,224,778,3,9,2
3232,2431,280,22,390,135,330,156,237,218,886,3,10,2
3233,2130,76,6,0,0,957,228,229,136,603,3,13,3
3234,2126,345,7,0,0,882,206,229,161,601,3,13,3
3235,2128,2,11,0,0,858,205,219,151,603,3,13,3
3236,2235,40,28,467,152,524,209,166,75,607,3,9,2
3237,2076,275,3,0,0,1356,212,240,166,693,3,0,3
3238,2170,273,28,175,95,1473,133,234,233,752,3,9,2
3239,2189,270,33,201,108,1489,116,229,241,765,3,9,2
3240,2310,300,22,400,238,1355,155,225,209,876,3,5,2
3241,2343,233,12,283,49,1173,200,251,187,811,3,5,3
3242,2349,227,15,268,55,1148,196,253,191,781,3,5,3
3243,2353,239,15,256,59,1123,191,252,197,751,3,5,3
3244,2362,266,20,247,68,1099,164,244,217,721,3,5,3
3245,2378,280,18,242,84,1074,169,239,209,691,3,5,3
3246,2384,81,11,240,90,1050,235,221,117,661,3,5,3
3247,2368,102,26,242,74,1026,252,196,55,631,3,5,3
3248,2354,126,22,247,60,1003,250,219,85,601,3,5,3
3249,2347,144,20,256,53,979,244,232,108,571,3,5,3
3250,2341,234,23,300,47,912,174,253,209,481,3,5,3
3251,2366,179,18,339,72,870,224,248,149,421,3,5,3
3252,2354,129,35,361,64,849,251,195,40,391,3,5,3
3253,2330,123,41,361,230,828,249,173,0,361,3,2,3
3254,2309,125,40,339,209,807,250,178,15,331,3,2,3
3255,2287,128,39,319,187,787,249,185,23,301,3,2,3
3256,2241,128,34,268,150,732,252,197,42,212,3,2,3
3257,2212,134,31,242,125,700,250,208,61,153,3,2,3
3258,2188,128,31,182,110,671,252,203,52,95,3,2,3
3259,2172,115,36,153,94,658,253,179,20,67,3,2,3
3260,2149,108,37,124,77,646,253,170,9,42,3,2,3
3261,2090,105,31,42,18,618,254,186,36,67,3,2,3
3262,2073,102,18,30,5,612,247,215,90,95,3,2,3
3263,2070,317,9,0,0,607,196,232,176,124,3,2,3
3264,2136,39,28,30,-3,564,208,167,78,636,3,9,2
3265,2119,3,21,108,-1,524,186,194,141,607,3,9,2
3266,2118,19,20,124,11,518,201,194,124,603,3,9,2
3267,2193,265,36,108,75,592,110,229,244,677,3,9,2
3268,2315,204,14,234,58,914,212,252,172,752,3,5,2
3269,2087,145,35,127,78,365,243,210,64,390,3,5,2
3270,2075,157,40,108,66,335,229,210,71,360,3,5,2
3271,2796,278,18,272,121,2208,168,240,210,247,2,32,1
3272,2816,269,19,319,105,2256,168,243,213,306,2,32,1
3273,2947,179,27,150,29,255,220,244,140,792,2,12,4
3274,2948,180,27,162,35,277,218,245,142,805,2,12,4
3275,2946,166,25,192,38,319,231,239,124,834,2,12,4
3276,2934,167,18,255,42,391,232,244,136,882,2,12,4
3277,2906,130,11,240,51,616,239,234,123,1106,2,31,4
3278,2739,86,7,0,0,993,231,228,130,1477,2,22,5
3279,2814,228,20,150,52,997,187,254,198,1691,2,12,4
3280,2882,286,17,350,83,938,170,237,206,1911,2,12,0
3281,2240,3,34,466,83,618,155,156,123,752,3,9,2
3282,2252,307,16,443,110,811,173,229,195,997,3,9,2
3283,2075,292,9,0,0,1383,196,239,183,722,3,16,3
3284,2111,300,30,60,33,1409,123,212,222,730,3,9,2
3285,2336,235,6,342,42,1240,210,245,173,870,3,1,3
3286,2336,200,8,324,42,1215,217,247,165,840,3,1,3
3287,2336,204,12,309,42,1190,213,251,171,810,3,1,3
3288,2350,251,20,285,56,1140,172,249,213,750,3,5,3
3289,2377,253,16,272,83,1092,183,249,203,690,3,5,3
3290,2335,150,25,285,41,999,242,230,100,570,3,5,3
3291,2329,157,23,295,35,977,238,236,114,540,3,2,3
3292,2325,189,19,309,31,955,217,251,159,510,3,2,3
3293,2346,224,28,342,52,912,171,252,205,450,3,5,3
3294,2353,172,21,361,59,891,229,244,137,420,3,5,3
3295,2341,121,33,361,237,870,254,192,37,390,3,5,3
3296,2318,112,38,339,214,850,253,173,11,360,3,2,3
3297,2298,112,37,319,198,830,253,173,12,330,3,2,3
3298,2243,129,34,258,143,774,252,199,46,240,3,2,3
3299,2228,130,33,242,128,757,252,200,47,210,3,2,3
3300,2214,131,31,228,123,741,252,206,57,180,3,2,3
3301,2201,131,30,218,114,726,252,208,61,150,3,2,3
3302,2188,132,29,201,101,711,251,211,66,120,3,2,3
3303,2161,117,33,150,83,685,254,191,37,60,3,2,3
3304,2103,108,32,60,31,655,254,184,31,30,3,2,3
3305,2072,68,8,0,0,641,228,225,130,90,3,2,3
3306,2148,240,34,60,45,591,136,244,229,674,3,9,2
3307,2212,251,38,108,82,633,114,235,241,700,3,9,2
3308,2317,192,10,150,60,1003,219,248,162,824,3,5,2
3309,2294,113,32,108,65,1050,254,189,36,876,3,5,2
3310,2074,131,34,108,65,361,251,198,44,391,3,5,2
3311,3248,224,14,212,26,3863,201,253,186,2605,0,22,6
3312,3271,169,8,420,95,3356,227,244,149,2912,0,22,0
3313,2773,96,7,268,49,1739,232,230,131,430,2,30,0
3314,2932,177,26,150,24,277,222,244,138,845,2,12,4
3315,2929,167,21,212,37,350,232,242,131,890,2,12,4
3316,2913,173,17,210,58,511,228,246,143,1040,2,12,4
3317,2806,111,30,153,51,819,254,193,43,1340,2,12,4
3318,2746,93,13,30,7,953,240,220,108,1466,2,22,5
3319,2799,232,20,108,37,981,183,253,203,1677,2,12,4
3320,2339,180,1,361,-49,67,219,239,157,618,3,1,2
3321,2143,101,6,0,0,934,230,232,135,684,3,13,3
3322,2144,357,12,30,-3,955,200,217,154,677,3,13,3
3323,2148,358,24,60,18,942,175,187,143,631,3,9,2
3324,2270,2,17,402,183,570,194,206,146,426,3,9,2
3325,2328,286,12,446,44,1358,185,239,194,942,3,5,2
3326,2331,135,1,424,37,1333,221,238,153,960,3,1,3
3327,2329,191,12,384,35,1282,219,249,162,900,3,1,3
3328,2331,185,15,350,37,1231,222,249,156,841,3,1,3
3329,2331,198,14,335,37,1207,215,251,167,811,3,1,3
3330,2334,234,18,323,40,1182,186,253,200,781,3,1,3
3331,2346,255,25,313,52,1158,154,246,225,751,3,5,3
3332,2362,261,26,306,68,1134,149,243,227,721,3,5,3
3333,2368,125,29,300,74,1087,253,205,58,661,3,5,3
3334,2331,133,30,306,37,1041,251,210,63,601,3,2,3
3335,2322,149,26,313,28,1019,243,227,95,571,3,2,3
3336,2315,164,24,323,21,997,234,239,122,541,3,2,3
3337,2315,196,21,335,21,976,210,252,168,511,3,2,3
3338,2333,229,26,366,39,933,171,253,208,451,3,5,3
3339,2232,120,32,234,132,799,254,194,40,242,3,2,3
3340,2216,124,31,216,116,782,253,200,48,212,3,2,3
3341,2202,129,30,201,102,767,252,207,59,182,3,2,3
3342,2139,101,32,108,61,702,253,180,30,42,3,2,3
3343,2117,22,30,162,93,570,186,161,96,541,3,9,2
3344,2301,124,26,95,44,1068,253,210,67,882,3,5,2
3345,3233,210,9,127,11,3949,213,249,171,2583,0,22,6
3346,3235,199,24,330,20,1930,203,252,171,3503,0,28,0
3347,2918,182,20,127,17,258,222,248,150,872,2,12,4
3348,2910,168,24,190,55,390,231,241,127,949,2,12,4
3349,2903,174,22,180,48,469,227,245,138,1041,2,12,4
3350,2900,140,8,182,57,600,233,238,137,1168,2,12,4
3351,2785,114,26,120,30,832,254,203,60,1381,2,12,4
3352,2759,109,18,60,13,886,248,217,90,1431,2,22,4
3353,2753,102,13,30,7,914,242,222,107,1456,2,22,4
3354,2153,158,24,0,0,900,237,236,114,741,3,13,3
3355,2143,135,2,0,0,937,222,238,151,721,3,13,3
3356,2166,353,27,90,40,892,163,181,149,537,3,9,2
3357,2281,14,28,408,124,824,181,169,112,1019,3,9,2
3358,2109,160,25,30,4,1376,236,236,114,789,3,0,3
3359,2106,194,23,30,7,1385,209,251,165,785,3,0,3
3360,2112,268,34,60,37,1463,115,230,242,789,3,9,2
3361,2321,139,14,426,27,1323,240,235,122,932,3,1,3
3362,2319,183,19,391,25,1273,222,249,152,872,3,1,3
3363,2328,243,21,351,34,1200,175,251,210,782,3,1,3
3364,2342,257,28,342,48,1176,145,243,230,752,3,5,3
3365,2360,251,25,335,66,1153,158,248,222,722,3,5,3
3366,2356,124,33,330,62,1106,253,194,39,663,3,5,3
3367,2309,145,26,342,15,1040,245,225,91,573,3,2,3
3368,2304,211,20,362,10,997,199,254,183,514,3,2,3
3369,2325,243,23,366,212,955,167,251,216,454,3,2,3
3370,2337,206,11,342,226,934,213,250,171,424,3,5,3
3371,2315,103,37,297,204,895,252,166,6,365,3,2,3
3372,2289,105,41,277,185,876,250,157,0,335,3,2,3
3373,2264,109,39,255,160,858,252,167,0,306,3,2,3
3374,2224,115,32,212,124,824,254,190,36,247,3,2,3
3375,2179,126,27,162,79,778,253,209,65,162,3,2,3
3376,2167,129,26,153,76,765,252,214,73,134,3,2,3
3377,2146,126,25,124,59,741,252,214,74,85,3,2,3
3378,2137,113,29,95,59,731,254,195,47,67,3,2,3
3379,2095,98,31,42,17,713,252,180,32,67,3,2,3
3380,2078,97,16,30,2,706,244,215,95,85,3,2,3
3381,2078,279,9,0,0,700,196,241,184,108,3,3,3
3382,2131,11,34,150,90,600,164,151,106,514,3,9,2
3383,2091,5,30,30,16,607,167,167,124,552,3,9,2
3384,2290,131,30,67,33,1080,252,208,60,907,3,5,2
3385,2203,59,21,0,0,900,231,190,83,934,3,4,3
3386,2195,50,26,30,-2,870,221,176,74,904,3,4,3
3387,2162,73,27,0,0,810,239,177,51,845,3,4,3
3388,2149,98,19,0,0,780,247,210,84,815,3,4,3
3389,2004,106,10,0,0,240,238,228,120,285,3,5,3
3390,1990,126,10,0,0,180,238,233,125,228,3,5,3
3391,3256,73,16,182,29,4275,237,207,96,2458,0,37,6
3392,3237,130,8,95,10,4186,233,236,135,2496,0,37,6
3393,3231,158,8,42,4,4126,229,242,146,2522,0,37,6
3394,2996,149,27,417,115,832,243,227,95,2657,0,28,0
3395,3018,330,17,134,30,180,177,216,178,1406,2,30,1
3396,2911,163,15,150,19,295,233,243,137,927,2,12,4
3397,2907,155,17,170,23,323,237,239,126,942,2,12,4
3398,2899,158,20,162,44,362,237,239,122,973,2,12,4
3399,2894,161,14,153,54,582,233,242,136,1189,2,12,4
3400,2889,141,15,162,53,607,241,235,119,1211,2,12,4
3401,2780,105,21,108,25,819,250,208,75,1398,2,12,4
3402,2758,89,16,60,12,875,243,212,95,1448,2,22,4
3403,2367,256,23,457,7,228,159,247,221,731,3,9,2
3404,2145,144,9,0,0,907,233,239,137,780,3,13,3
3405,2177,1,23,95,38,1026,182,191,142,664,3,9,2
3406,2241,333,27,180,129,741,149,195,179,297,3,9,2
3407,2307,358,29,365,150,726,164,175,139,779,3,9,2
3408,2304,359,31,360,147,757,158,166,133,837,3,9,2
3409,2308,354,29,360,151,792,159,175,144,895,3,9,2
3410,2107,242,24,0,0,1418,166,251,216,812,3,0,3
3411,2100,76,27,30,19,1430,241,179,50,811,3,0,3
3412,2108,274,33,60,31,1448,116,227,240,819,3,9,2
3413,2151,279,33,120,75,1463,113,223,239,830,3,9,2
3414,2310,286,28,391,225,1466,132,226,228,942,3,9,2
3415,2317,109,17,450,23,1340,247,219,96,934,3,1,3
3416,2310,145,15,433,16,1315,240,236,122,904,3,1,3
3417,2310,202,17,402,16,1266,210,253,172,845,3,1,3
3418,2314,237,17,390,20,1242,187,253,200,815,3,1,3
3419,2325,266,24,379,31,1218,151,242,225,785,3,1,3
3420,2355,253,17,365,61,1172,180,249,206,726,3,5,3
3421,2360,143,18,361,66,1149,243,233,111,696,3,5,3
3422,2323,121,35,361,29,1104,253,188,30,636,3,2,3
3423,2308,129,30,365,14,1082,252,207,60,607,3,2,3
3424,2291,177,17,379,-2,1040,226,247,147,547,3,2,3
3425,2322,246,21,350,209,977,171,251,213,459,3,2,3
3426,2331,185,15,324,218,957,221,249,157,430,3,5,3
3427,2304,117,41,277,193,918,251,169,3,371,3,2,3
3428,2278,115,43,255,167,900,249,159,0,342,3,2,3
3429,2253,117,41,234,149,882,251,168,0,313,3,2,3
3430,2216,122,33,192,116,849,254,193,37,256,3,2,3
3431,2199,122,31,170,99,834,254,199,48,228,3,2,3
3432,2185,121,28,150,85,819,254,205,59,201,3,2,3
3433,2159,125,25,124,59,792,252,213,72,150,3,2,3
3434,2124,128,29,85,37,759,253,207,59,95,3,2,3
3435,2110,113,30,60,32,750,254,194,44,90,3,2,3
3436,2078,85,13,0,0,735,238,218,109,108,3,2,3
3437,2165,305,29,175,97,720,128,210,215,285,3,9,2
3438,2233,326,26,319,162,735,148,202,189,459,3,9,2
3439,2239,329,25,342,175,742,154,202,184,488,3,9,2
3440,2217,68,18,30,-11,930,236,200,89,967,3,4,3
3441,2139,83,24,0,0,750,245,189,60,789,3,4,3
3442,2106,148,21,30,3,630,243,233,109,671,3,5,2
3443,2008,21,3,0,0,270,217,232,152,323,3,13,3
3444,2011,8,15,30,2,240,202,209,143,295,3,13,3
3445,2006,35,23,30,2,210,210,182,97,268,3,13,3
3446,3236,228,11,150,15,3854,203,251,183,2681,0,22,6
3447,2897,54,10,612,147,1490,226,218,124,888,2,31,1
3448,2833,106,20,446,82,1634,249,211,81,684,2,12,4
3449,2905,183,16,108,13,256,222,249,154,939,2,32,4
3450,2899,154,18,150,15,313,239,238,122,967,2,32,4
3451,2885,153,18,124,30,350,239,238,122,1015,2,12,4
3452,2880,170,19,120,25,366,230,244,137,1032,2,12,4
3453,2881,175,21,120,26,384,226,246,141,1050,2,12,4
3454,2869,124,22,150,46,644,251,217,82,1276,2,12,4
3455,2376,249,24,497,16,268,163,249,219,750,3,9,2
3456,2149,68,9,0,0,916,229,223,126,819,3,13,3
3457,2151,349,12,30,1,932,198,220,161,808,3,13,3
3458,2267,335,27,212,155,738,149,192,176,234,3,9,2
3459,2287,347,35,268,178,684,134,162,152,180,3,9,2
3460,2104,134,15,0,0,1380,243,231,113,859,3,0,3
3461,2103,25,4,0,0,1381,218,231,150,853,3,0,3
3462,2102,31,14,30,-2,1383,216,209,127,849,3,16,3
3463,2095,8,9,30,-3,1385,210,223,150,845,3,16,3
3464,2101,268,18,0,0,1388,172,244,210,842,3,16,3
3465,2093,16,6,0,0,1406,215,227,149,842,3,16,3
3466,2256,301,28,330,181,1505,132,215,217,926,3,9,2
3467,2328,91,16,492,34,1381,243,214,97,967,3,1,3
3468,2305,119,18,458,11,1332,248,222,96,908,3,1,3
3469,2298,126,29,395,4,1103,253,206,60,612,3,2,3
3470,2287,141,22,400,167,1082,246,228,99,582,3,2,3
3471,2320,229,20,324,207,999,187,254,199,466,3,2,3
3472,2319,160,22,309,206,979,237,239,121,437,3,5,3
3473,2311,135,35,283,198,960,249,199,46,408,3,2,3
3474,2220,125,37,192,116,890,252,188,29,295,3,2,3
3475,2203,128,34,170,99,875,252,196,41,268,3,2,3
3476,2188,129,31,150,88,860,252,204,55,242,3,2,3
3477,2164,128,28,108,64,832,252,209,64,192,3,2,3
3478,2126,133,31,85,35,797,251,208,60,134,3,2,3
3479,2112,135,28,67,25,787,250,215,72,124,3,2,3
3480,2103,126,24,42,16,779,251,216,78,120,3,2,3
3481,2080,62,8,0,0,765,227,223,130,134,3,3,3
3482,2289,36,36,192,128,782,192,140,57,595,3,5,2
3483,2257,102,16,0,0,1050,245,217,96,973,3,5,3
3484,2250,72,17,0,0,1020,237,206,95,990,3,5,3
3485,1997,45,25,0,0,150,218,177,81,234,3,13,3
3486,3224,223,8,85,3,3912,210,248,174,2676,0,22,6
3487,2915,36,8,631,31,1379,220,221,137,1100,2,31,1
3488,2884,233,2,420,86,2045,215,241,163,808,2,30,4
3489,2946,261,11,541,82,1670,192,246,193,1189,2,30,1
3490,2895,183,14,85,11,247,223,249,155,966,2,32,4
3491,2861,190,23,90,18,474,213,250,158,1168,2,12,4
3492,2155,347,9,30,-3,942,204,226,161,847,3,13,3
3493,2231,333,36,182,101,934,115,169,179,474,3,9,2
3494,2247,331,17,240,135,808,179,217,177,283,3,9,2
3495,2324,354,13,437,105,696,197,216,156,503,3,5,2
3496,2107,130,19,30,3,1350,247,226,100,895,3,0,3
3497,2111,321,17,30,7,1351,175,222,186,883,3,16,3
3498,2107,23,22,30,6,1355,202,188,115,875,3,16,3
3499,2104,328,13,0,0,1358,187,224,176,872,3,16,3
3500,2096,338,8,0,0,1377,204,229,165,872,3,16,3
3501,2324,274,21,450,243,1473,159,240,218,1008,3,9,2
3502,2335,68,8,499,256,1423,228,225,130,1001,3,1,3
3503,2327,96,19,516,33,1398,247,209,84,972,3,1,3
3504,2315,102,23,499,21,1374,251,202,66,942,3,1,3
3505,2291,157,10,470,-2,1326,231,242,142,883,3,1,3
3506,2298,240,18,457,4,1302,183,252,203,853,3,1,3
3507,2341,231,26,430,47,1233,171,253,209,765,3,5,3
3508,2322,127,34,420,28,1167,252,195,40,677,3,2,3
3509,2289,125,29,404,164,1124,253,206,59,618,3,2,3
3510,2277,143,22,382,152,1103,245,229,101,589,3,2,3
3511,2275,197,18,361,155,1082,212,252,168,560,3,2,3
3512,2284,229,24,339,164,1062,175,253,207,532,3,2,3
3513,2296,234,29,319,176,1041,159,250,216,503,3,2,3
3514,2311,208,23,300,191,1022,197,254,182,474,3,2,3
3515,2308,150,27,283,195,1003,243,227,94,446,3,2,3
3516,2293,131,38,268,180,984,249,190,31,418,3,2,3
3517,2207,125,35,170,96,916,252,190,32,309,3,2,3
3518,2191,127,33,150,87,900,253,198,44,283,3,2,3
3519,2164,136,30,108,64,872,250,211,66,234,3,2,3
3520,2126,137,32,60,26,836,249,209,61,175,3,2,3
3521,2094,136,14,30,7,808,241,234,119,150,3,2,3
3522,2087,79,10,0,0,800,233,223,121,153,3,2,3
3523,2146,273,27,108,43,780,139,236,230,258,3,9,2
3524,2282,319,28,306,102,816,137,202,199,560,3,9,2
3525,2283,8,37,180,122,741,151,142,107,484,3,9,2
3526,2323,334,15,301,113,932,185,219,173,845,3,5,2
3527,2272,95,18,30,9,1110,245,211,89,926,3,5,3
3528,2263,68,13,0,0,1080,233,214,111,939,3,5,3
3529,2261,31,15,0,0,1050,215,207,125,953,3,5,5
3530,2086,56,22,0,0,570,228,186,80,626,3,5,3
3531,2073,76,21,0,0,540,240,196,76,598,3,13,3
3532,2015,93,12,0,0,330,239,222,111,402,3,13,3
3533,1995,52,22,0,0,120,225,187,85,234,3,13,3
3534,2872,214,17,319,115,2213,202,254,183,646,2,30,4
3535,2879,198,6,361,127,2154,218,245,163,702,2,30,4
3536,2888,173,10,42,4,212,226,245,150,981,2,31,4
3537,2873,152,14,85,18,283,236,240,131,1050,2,32,4
3538,2866,146,14,60,11,319,239,237,125,1082,2,32,4
3539,2859,165,16,60,4,361,232,244,138,1116,2,12,4
3540,2851,179,28,60,21,510,219,243,138,1231,2,12,4
3541,2848,170,32,85,25,564,224,233,115,1273,2,12,4
3542,2842,167,30,90,30,618,229,235,115,1316,2,12,4
3543,2825,136,32,90,23,674,249,209,61,1360,2,12,4
3544,2414,233,7,391,216,402,208,247,175,780,3,10,2
3545,2317,1,9,390,98,720,207,223,153,351,3,5,2
3546,2106,300,15,0,0,1320,176,232,196,918,3,16,3
3547,2128,354,20,60,24,1323,182,200,152,908,3,9,2
3548,2113,11,17,0,0,1328,201,204,138,902,3,16,3
3549,2297,294,29,391,222,1476,125,218,226,1006,3,9,2
3550,2324,92,24,541,245,1416,248,196,63,977,3,1,3
3551,2311,102,25,525,17,1392,252,199,59,947,3,1,3
3552,2298,107,22,510,4,1368,251,209,75,918,3,1,3
3553,2289,141,10,497,-4,1345,236,237,131,888,3,1,3
3554,2291,228,18,485,-2,1321,190,254,196,859,3,1,3
3555,2327,215,26,459,33,1253,184,253,192,771,3,5,3
3556,2333,172,24,454,39,1231,228,243,133,742,3,5,3
3557,2309,128,32,433,183,1188,252,201,50,684,3,2,3
3558,2280,124,29,384,155,1146,253,206,59,626,3,2,3
3559,2267,142,23,361,142,1124,246,228,98,598,3,2,3
3560,2265,194,20,339,140,1104,213,252,164,569,3,2,3
3561,2273,220,27,319,153,1084,178,253,199,541,3,2,3
3562,2296,194,28,277,176,1045,202,249,163,485,3,2,3
3563,2294,153,32,258,174,1026,239,222,87,457,3,2,3
3564,2279,130,39,242,166,1008,249,188,28,430,3,2,3
3565,2255,123,41,228,142,990,250,174,0,402,3,2,3
3566,2234,121,39,201,121,973,251,178,15,376,3,2,3
3567,2214,120,37,175,103,957,253,183,22,350,3,2,3
3568,2180,125,33,127,69,927,253,197,43,300,3,2,3
3569,2138,136,33,67,38,886,249,206,57,234,3,2,3
3570,2124,137,33,42,24,875,249,207,58,216,3,2,3
3571,2110,138,28,30,10,864,249,217,76,201,3,2,3
3572,2100,127,19,30,0,854,248,224,95,190,3,2,3
3573,2090,90,7,30,0,845,231,229,130,182,3,2,3
3574,2091,355,10,0,0,837,203,222,157,180,3,2,3
3575,2094,4,17,0,0,830,195,205,145,182,3,3,3
3576,2094,9,17,0,0,824,198,203,139,190,3,3,3
3577,2092,343,13,0,0,819,193,219,165,201,3,3,3
3578,2275,294,31,150,65,865,120,216,228,716,3,5,5
3579,2285,57,18,67,22,1124,229,200,97,886,3,5,3
3580,2261,45,27,60,4,990,216,171,74,957,3,4,5
3581,2233,63,31,85,-7,930,230,161,41,983,3,4,5
3582,2149,59,21,67,21,750,230,192,85,808,3,4,5
3583,2097,53,26,30,3,570,223,174,69,636,3,4,5
3584,2049,87,24,0,0,480,247,194,63,552,3,13,3
3585,2016,352,10,0,0,330,203,223,158,417,3,13,3
3586,3229,30,8,42,5,4057,218,223,140,2656,0,38,6
3587,3221,90,3,0,0,3967,224,234,146,2698,0,22,6
